Precio UF,N Habitaciones,Area m2,N Baños,Comuna,Provincia,Amueblado,Gastos Comunes,Área útil,Estacionamiento,m2 terreno,Enlace,Año de construcción,Agua,Aire Acondicionado,Alarma,Bodega,Chimenea,Placares,Cocina Equipada,Terraza,Portero,Centros comerciales,Cerca de Escuelas,Cocina Integrada,Electricidad,Internet,Patio,Aseos,Piscina,Quincho,Cerca de estación de tren,Calefacción,Jacuzzi,Jardín,Estado de conservación,Gas Natural,Área juegos infantiles,Gimnasio,Seguridad 24 horas,Vista panorámica,Balcón,Pieza de Servicio,Acceso a discapacitados,Cancha de Tenis,Nivel,Sólo familias,Sauna,Ascensor
"5.538,93",3,400,2,Villa Alemana,Valparaíso,,,,True,,https://www.icasas.cl/propiedad/8920-bf81-1959cdd-9ff3c9b82fd6-7803,,True,,,True,,True,,,,,,,True,,,,,,,,,True,,,,,,,,,,,,,,
10.990,4,132,3,Concón,Valparaíso,,: true,,True,209,https://www.icasas.cl/propiedad/23ee-a095-19a7fbb-2c6acc2fb8d5-74cf,,,,,,,True,True,True,True,True,True,,,,True,,,True,,True,,True,,,,,True,,,,,,,,,
8.200,4,120,3,Puchuncaví,Valparaíso,Sin amueblar,: true,120,True,380,https://www.icasas.cl/propiedad/fa3e-bf46-19bdbed-6272f580959a-7092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.480,6,200,3,Viña del Mar,Valparaíso,Sin amueblar,,,True,450,https://www.icasas.cl/propiedad/ed43-9ef6-19b2497-4b6f94846398-7669,,True,,,True,,True,True,True,,True,True,,True,,True,,,,,,,,,,,,,,,,,,,,,
13.215,4,184,4,Viña del Mar,Valparaíso,Sin amueblar,,,True,417,https://www.icasas.cl/propiedad/8f0c-afe2-1924f68-59df7b91a7b5-7d48,1.981,True,,,True,True,True,True,True,,True,,,True,True,True,,,,True,True,,True,,True,,,,,,,,,,,,
11.400,3,130,3,Puchuncaví,Valparaíso,Sin amueblar,: true,130,True,400,https://www.icasas.cl/propiedad/d9ab-a7d6-19bdb22-e9b8b989e8f9-775e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.800,3,130,3,Puchuncaví,Valparaíso,Sin amueblar,: true,130,True,460,https://www.icasas.cl/propiedad/cc6f-adf0-19bdb22-b4614fe353cb-7847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.400,3,130,3,Puchuncaví,Valparaíso,Sin amueblar,: true,130,True,400,https://www.icasas.cl/propiedad/c377-8456-19bdb22-3828e49660ad-7330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.500,3,182,3,Concón,Valparaíso,Sin amueblar,,,True,330,https://www.icasas.cl/propiedad/bed0-8f62-19684c4-d5f55d57f060-76e6,,,,,,True,True,True,True,True,True,True,,,,True,,,True,,,,True,,,,,,,,,,,,,,
7.900,4,142,3,Concón,Valparaíso,Sin amueblar,: true,,True,125,https://www.icasas.cl/propiedad/942700,,,,,True,,True,True,,,True,True,,,,True,,True,,,,,True,,,,,True,,,,,,,,,
"5.010,21",3,120,3,Concón,Valparaíso,Sin amueblar,,,True,1.415,https://www.icasas.cl/propiedad/5932-b4f7-3f754587-aad4f6e081f3-4bad,,,,,,True,True,,True,,,,,,,,,,True,,,,True,,,,,,,,,,,,,,
3.990,7,150,3,Viña del Mar,Valparaíso,Sin amueblar,,,True,119,https://www.icasas.cl/propiedad/4040-8f0c-91f3f363-9ba31b5fae54-4952,,,,,,,True,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,
7.550,4,140,3,Viña del Mar,Valparaíso,,,,True,,https://www.icasas.cl/propiedad/2eff-a607-1906eb1-1c7aab4c0e03-76af,1.958,,,,,,,,True,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
27.500,5,300,4,Puchuncaví,Valparaíso,Amueblado,: true,300,True,1.900,https://www.icasas.cl/propiedad/ddc4-b3a9-199be64-e0df821852d-71ea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.350,4,203,3,Viña del Mar,Valparaíso,Sin amueblar,,,True,5.198,https://www.icasas.cl/propiedad/a544-a3b5-19a948a-9f0415a36747-7405,,True,,,,True,True,,True,True,True,True,,True,True,,,True,,,,,True,,,,,,,,,,,,,,
6.800,10,500,4,Casablanca,Valparaíso,Sin amueblar,: true,,,,https://www.icasas.cl/propiedad/4d4d-9126-19aed98-d0a7ddd95b57-76a6,2.020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.650,3,121,4,Viña del Mar,Valparaíso,,,,True,320,https://www.icasas.cl/propiedad/9296-92f8-1957d98-422d4df54b9e-719f,,,,,True,,,True,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
"3.021,23",3,110,3,Limache,Marga Marga,Sin amueblar,: true,110,True,220,https://www.icasas.cl/propiedad/f1c8-af6f-19bdb24-f3a1a49fcf39-78bc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1.812,74",3,78,1,Viña del Mar,Valparaíso,Sin amueblar,,,,78,https://www.icasas.cl/propiedad/a8e6-8249-19b9407-a38ccc2848f9-76b3,1.985,True,,,,,,,True,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,
45.000,5,697,5,Zapallar,Petorca,,,,,1.684,https://www.icasas.cl/propiedad/6ea1-b995-198e328-5ad5f919d70b-7892,,,,,,True,,,True,True,,,,,,,1,True,True,,True,,True,,,,True,,,,,,,,,,
21.000,5,191,4,Puchuncaví,Valparaíso,,,,,1.215,https://www.icasas.cl/propiedad/a39f-86b6-195cf37-7743b5b7ef50-74c9,,,,,,,,,True,True,,,,,,,,True,True,,True,True,True,,,,True,,,,,,,,,,
16.000,5,211,5,Valparaíso,Valparaíso,,,,,512,https://www.icasas.cl/propiedad/1605-9349-19018ad-7f860bb0996e-7ddf,,,True,,,True,,,True,,,,,,,,1,True,,,True,,True,,,,,,,,,,,,,,
10.900,4,160,3,Santo Domingo,San Antonio,,,,,1.050,https://www.icasas.cl/propiedad/eef0-acbc-1913e34-757760f8dff5-7524,,,,,,True,,,True,,,,,,,,,,True,,,,True,,,,,,,,,,,,,,
11.400,4,141,2,Puchuncaví,Valparaíso,,,,,1.168,https://www.icasas.cl/propiedad/4e29-818e-1910fdb-be1f528ab4d9-78cf,,,,,,True,,,True,,,,,,,,,,True,,,,True,,,,,,,,,,,,,,
"3.751,37",3,92,2,Villa Alemana,Valparaíso,Semi-amueblado,: true,,True,200,https://www.icasas.cl/propiedad/7008-8272-198058d-98eb6c738979-7225,2.016,True,,,True,,,True,True,,,True,,True,True,True,1,,,True,,,True,,True,True,,True,,,,,,,,,
13.800,4,181,3,Concón,Valparaíso,,,,,367,https://www.icasas.cl/propiedad/d3f1-86c8-19b0a2c-43b53dd3f6d6-78f8,,,,,,,,,True,,,,,,,,1,,,,True,,True,,,,,,,,,,,,,,
"4.229,73",3,80,3,Villa Alemana,Valparaíso,Sin amueblar,,80,,150,https://www.icasas.cl/propiedad/31ff-b7e4-19bdbf1-82fd14ad6857-7961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7.301,32",4,150,2,Viña del Mar,Valparaíso,Sin amueblar,,150,,250,https://www.icasas.cl/propiedad/a4ce-b971-19bdb26-60571ba6492c-71af,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.230,4,,3,Viña del Mar,Valparaíso,,,170,True,263,https://www.icasas.cl/propiedad/61df-8155-1960c36-e0cfe0182a0c-7357,2.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.000,5,200,4,Viña del Mar,Valparaíso,,,,,200,https://www.icasas.cl/propiedad/40d8-8db4-1932772-a9c4adc0697a-7508,,,,,,True,,,True,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
8.990,7,203,5,Concón,Valparaíso,Sin amueblar,,203,True,2.500,https://www.icasas.cl/propiedad/8f5e-ae86-1965d53-317da9db7bc6-7ac8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.900,5,188,3,Olmué,Marga Marga,Amueblado,: true,,True,1.400,https://www.icasas.cl/propiedad/100f-93c3-19399cc-fbd65f6d66d6-7fc4,2.000,,,,True,True,,,True,,,,,,,,,True,True,,True,,True,,,,,True,,,True,,,,,,
10.750,6,312,4,Quintero,Valparaíso,,,,True,1.393,https://www.icasas.cl/propiedad/a3a3-a472-190281b-9fe950dcba87-7d44,,,,,,True,,,True,,,,,,,,1,True,True,,True,,True,,,,,,,,,,,,,,
19.600,5,275,5,Viña del Mar,Valparaíso,Sin amueblar,,,True,725,https://www.icasas.cl/propiedad/753152,2.003,True,,True,True,True,True,True,True,True,True,True,,True,True,True,,True,True,,True,True,True,,True,,,True,,True,True,True,,,,,
14.950,5,329,5,Viña del Mar,Valparaíso,Sin amueblar,,,True,467,https://www.icasas.cl/propiedad/6928-b78c-8d5619a5-3f8d2717e3a3-4b45,2.000,True,,True,True,True,True,True,True,True,True,True,,True,True,True,,True,True,,True,,True,,True,True,True,True,True,True,True,True,,,,True,
25.490,5,320,6,Concón,Valparaíso,Sin amueblar,,,True,680,https://www.icasas.cl/propiedad/a102-b0a8-19a947d-31e3a252adb4-72c1,2.015,True,,True,,True,True,True,True,True,True,True,,True,True,True,,,True,,True,True,True,,True,True,,True,True,True,True,True,,,,,
11.900,3,153,4,Viña del Mar,Valparaíso,Sin amueblar,,,True,308,https://www.icasas.cl/propiedad/ee81-891d-199bc73-6ea7cab8e667-7392,,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,,True,True,,True,,True,,True,True,,True,,True,True,,,,,,
12.900,5,210,5,Viña del Mar,Valparaíso,Sin amueblar,: true,,True,360,https://www.icasas.cl/propiedad/155c-b766-193b352-2597b93306e9-75e1,,True,,True,True,,True,True,True,True,True,True,,True,True,True,,,True,,True,,True,,True,True,,True,True,True,True,True,,,,,
11.900,4,180,3,Concón,Valparaíso,Sin amueblar,,,True,710,https://www.icasas.cl/propiedad/9814-aecf-1936b92-66bb42bc5ab0-7093,1.998,True,,True,True,,True,True,True,True,True,True,True,True,True,True,,True,True,,True,,True,,True,True,,True,True,True,,True,,,,,
18.500,4,200,3,Puchuncaví,Valparaíso,,,,,1.400,https://www.icasas.cl/propiedad/6d47-9872-1981002-2f3b7494d4d1-72a6,,,,,,,,,True,True,,,,,,,1,,True,,True,True,True,,,,,,,,,,,,,,
14.800,4,210,3,Puchuncaví,Valparaíso,,,,,870,https://www.icasas.cl/propiedad/b3d0-9778-1910fdd-88f920966189-728d,,,,,,,,,True,True,,,,,,,,True,,,True,,True,,,,,,,,,,,,,,
15.500,3,201,3,Zapallar,Petorca,,,,,5.056,https://www.icasas.cl/propiedad/831c-ba8e-1910fdb-a264f46b3bff-7de1,,,,,,True,,,True,True,,,,,,,,True,True,,True,,True,,,,,,,,,,,,,,
10.500,4,170,3,Concón,Valparaíso,,,,,610,https://www.icasas.cl/propiedad/85be-891f-190e6a7-fe077abe0043-7c34,,,,,,,,,True,True,,,,,,,,True,True,,,,True,,,,,,,,,,,,,,
"3.147,12",3,75,3,Quilpué,Valparaíso,Sin amueblar,: true,75,True,80,https://www.icasas.cl/propiedad/b079-9118-19a6fd9-f1a50aa35313-77ff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.600,3,740,2,Puchuncaví,Valparaíso,,,,,740,https://www.icasas.cl/propiedad/7866-8db1-1910fdd-24b608aa4c2f-71f9,,,,,,,,,True,True,,,,,,,,True,True,,,,True,,,,True,,,,,,,,,,
3.075,3,200,2,Zapallar,Petorca,Amueblado,,,True,200,https://www.icasas.cl/propiedad/2503-a674-199f004-26cdbed11724-77bc,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,2,,,
10.500,3,"177,34",2,Santo Domingo,San Antonio,,,,,620,https://www.icasas.cl/propiedad/7025-8775-19b4d1f-1393ce1ef778-7de6,,,,,,,,,True,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,
19.500,4,224,5,Puchuncaví,Valparaíso,,,,,1.600,https://www.icasas.cl/propiedad/1705-a4b5-1910fdd-9c88dd00b169-7f70,,,,,,,,,True,True,,,,,,,1,True,,,True,,True,,,,,,,,,,,,,,
5.790,4,135,2,Villa Alemana,Valparaíso,Semi-amueblado,: true,,True,235,https://www.icasas.cl/propiedad/e7d-ab95-19adca0-579ef9457086-746e,2.018,True,,,True,,True,True,True,,True,True,,True,True,True,1,True,,True,,,True,,True,True,,True,,,,,,,,,
"6.797,78",4,170,2,Valparaíso,Valparaíso,Sin amueblar,,170,True,216,https://www.icasas.cl/propiedad/7e16-a91f-19bdbf7-ee23c5335eee-72d8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.200,5,160,3,Viña del Mar,Valparaíso,Sin amueblar,,160,True,181,https://www.icasas.cl/propiedad/b75d-9344-1963944-41aa1c2b8550-7c8a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.000,7,222,3,Viña del Mar,Valparaíso,,,,,150,https://www.icasas.cl/propiedad/e956-bcbb-192f917-19a5fbb21efb-7ab2,,,,,,,,,True,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
9.500,4,135,3,Puchuncaví,Valparaíso,,,,,807,https://www.icasas.cl/propiedad/4ef8-be85-191ce66-7d9e9682b791-7cc2,,,,,,,,,True,,,,,,,,,True,,,,,True,,,,,,,,,,,,,,
14.000,4,124,1,Zapallar,Petorca,,,,,300,https://www.icasas.cl/propiedad/371e-b79d-1964ad1-188850ce02a8-7bc0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.950,4,180,3,Viña del Mar,Valparaíso,Sin amueblar,,,True,420,https://www.icasas.cl/propiedad/b1c9-ac3f-195ef31-69e9b456438b-7093,,True,,True,True,,True,True,True,True,True,True,,True,True,True,,,True,,True,,True,,True,True,,True,True,True,True,True,,,,,
14.990,4,191,5,Viña del Mar,Valparaíso,Sin amueblar,,,True,512,https://www.icasas.cl/propiedad/62d3-ac3f-195eef1-675a907132f3-7093,,True,,True,True,True,True,True,True,True,True,True,,True,True,True,,True,True,,True,True,True,,True,,,True,,,True,True,,,,True,
"6.495,65",4,133,3,Viña del Mar,Valparaíso,Sin amueblar,,133,True,204,https://www.icasas.cl/propiedad/afeb-ac99-19a0d92-a0294f43b1b5-7554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.000,4,156,3,Puchuncaví,Valparaíso,,,,,1.050,https://www.icasas.cl/propiedad/d3c6-8d07-1910fdb-59af99808043-7d7d,,,,,,,,,True,True,,,,,,,,True,,,True,,True,,,,,,,,,,,,,,
3.670,3,79,2,Villa Alemana,Valparaíso,Semi-amueblado,: true,,True,180,https://www.icasas.cl/propiedad/42c6-8dd6-19894dd-c45cd6227571-7135,,True,,,,,True,True,True,True,True,True,,True,True,True,1,True,True,,,,True,,True,True,,True,,,,,,,,,
12.980,4,168,4,Viña del Mar,Valparaíso,Sin amueblar,,,True,500,https://www.icasas.cl/propiedad/6a54-884e-199c98e-386b687d21d8-76e5,,True,,,,,True,True,True,True,True,True,,True,True,True,,,,,,,True,,True,,,True,True,,True,,,,,,
"12.588,48",4,230,3,Viña del Mar,Valparaíso,Sin amueblar,,,True,530,https://www.icasas.cl/propiedad/3d56-bf2d-9f496493-bfcdb377ce96-4812,1.990,True,,True,True,True,True,True,True,,True,True,True,True,True,True,,True,True,,True,,True,,True,True,,True,,,,True,,,,,
4.900,4,91,3,Villa Alemana,Valparaíso,Sin amueblar,: true,91,True,270,https://www.icasas.cl/propiedad/a340-918d-19bdb23-38fbaa9f45c4-7b24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3.021,23",6,139,3,Quilpué,Valparaíso,Semi-amueblado,: true,,,160,https://www.icasas.cl/propiedad/70c9-a938-199d438-3443c66f71a2-7523,,True,,,,,True,,,,,,,True,True,,,,,,,,True,,,,,,,True,,,,,,,
"3.021,23",3,49,1,Limache,Marga Marga,Sin amueblar,,49,True,135,https://www.icasas.cl/propiedad/227c-98c5-198ad75-7d2cd73d5198-7ef0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.990,4,247,4,Concón,Valparaíso,,,,,610,https://www.icasas.cl/propiedad/154c-a39f-19018b0-fc50b3b57ddb-782e,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.000,4,285,4,Viña del Mar,Valparaíso,Sin amueblar,,,,580,https://www.icasas.cl/propiedad/f72e-8cae-bb79bd19-d19d8115b73d-441e,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,
10.900,6,140,3,Concón,Valparaíso,,: true,,True,618,https://www.icasas.cl/propiedad/ac56-95f7-19221da-f8813e2313f6-72ba,2.002,,,,,,,,True,True,,,,,,,1,True,True,,True,,True,,,,,True,,,True,,,,,,
11.500,4,210,3,Santo Domingo,San Antonio,,,,,2.500,https://www.icasas.cl/propiedad/1bd3-b9bc-2df4645c-d6de03b0c99c-3b5d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.550,4,142,2,Viña del Mar,Valparaíso,,,,,129,https://www.icasas.cl/propiedad/4b8f-a4e3-192fe40-37964b4cdca9-71fe,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
14.000,5,240,3,Limache,Marga Marga,Amueblado,,,True,5.000,https://www.icasas.cl/propiedad/acfb-a55b-42311914-4bfcf56ddb20-3ec6,,,,,,True,,,True,,,,,,,,,True,True,,True,,True,,,,,True,,,,,,,,,
16.500,6,248,5,Quintero,Valparaíso,,,,True,5.000,https://www.icasas.cl/propiedad/d0c0-8747-ca71a9ee-f2c8fc7e7ee7-3a29,1.999,,,,True,True,,,True,True,,,,,,,,True,True,,True,,True,,,,,,,,True,,,,,,
26.900,6,520,4,Concón,Valparaíso,,,,True,666,https://www.icasas.cl/propiedad/c5ec-a135-198c026-175d36207bc1-7f5f,2.007,,,,True,True,,,True,,,,,,,,1,True,True,,True,True,True,,,,,,,,True,,,,,,
21.800,5,240,6,Viña del Mar,Valparaíso,,,,True,665,https://www.icasas.cl/propiedad/eac9-98ca-196cc9d-4a6431738d48-71af,1.994,,,,True,True,,,True,,,,,,,,,True,True,,True,,True,,,,,True,,True,True,,,,,,
19.800,5,413,5,Concón,Valparaíso,,,,True,722,https://www.icasas.cl/propiedad/c3eb-8c6d-1956947-b8f8958ec42f-709b,1.998,,,,True,True,,,True,,,,,,,,,True,True,,True,True,True,,,,,,,True,True,,,,,,
6.000,3,1.747,2,Quintero,Valparaíso,,: true,,True,1.747,https://www.icasas.cl/propiedad/a7a0-84af-19b278e-dd8b9e07c755-7c57,2.019,,,,,,,,True,True,,,,,,,1,,True,,,,True,,,,,,,,,,,,,,
21.000,6,300,4,Viña del Mar,Valparaíso,Sin amueblar,,300,True,700,https://www.icasas.cl/propiedad/b062-bbc4-19bdb24-273b7ae87814-7a0e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.000,5,"247,63",4,Concón,Valparaíso,,,,True,404,https://www.icasas.cl/propiedad/9ee8-bd63-1994b32-44690d27b3ac-7dbb,2.019,,,,,,,,True,,,,,,,,1,True,True,,True,,True,,,,,True,,True,True,,,,,,
"2.643,58",3,54,1,Zapallar,Petorca,,,54,True,228,https://www.icasas.cl/propiedad/84b9-83df-199e3d5-456e63b4c95-7a7a,,True,,,True,True,True,True,,,True,,True,True,,True,,,,,,,True,,,,,,,,,,,,,,
26.000,7,,6,Concón,Valparaíso,,,,True,1.043,https://www.icasas.cl/propiedad/bcc3-9103-19921ff-a58a4be3e5ea-7d13,1.996,,True,,True,True,,,True,,,,,,,,,True,True,,True,True,True,,,,,,,,True,,,,,,
15.300,6,169,5,Concón,Valparaíso,,,,True,484,https://www.icasas.cl/propiedad/2ffc-b14e-1990840-1f093348daea-73cb,1.994,,,,True,True,,,True,,,,,,,,,True,True,,True,True,True,,,,,,,,True,,,,,,
10.400,4,184,4,Concón,Valparaíso,,: true,,True,270,https://www.icasas.cl/propiedad/9e3f-a2d9-197d342-81fda2b5bcd6-7318,,,,,True,,,,True,True,,,,,,,,True,,,True,True,True,,,,,True,,,True,,,,,,
18.900,7,400,5,Viña del Mar,Valparaíso,,,,True,600,https://www.icasas.cl/propiedad/2c70-b87e-19337f2-41e204eecffb-7b43,1.983,,,,,True,,,True,,,,,,,,,True,True,,True,True,True,,,,,,,True,True,,,,,,
13.500,7,5.400,5,Panquehue,San Felipe de Aconcagua,Amueblado,,,True,5.400,https://www.icasas.cl/propiedad/fe7a-bec6-19399cb-675d70056650-7763,,,,,True,True,,,True,,,,,,,,1,True,True,,,,True,,,,,,,,True,,,,,,
15.200,6,316,5,Concón,Valparaíso,,,,True,510,https://www.icasas.cl/propiedad/435a-88ea-1924da1-60585e172b9c-750f,2.009,,,,True,True,,,True,,,,,,,,,True,,,,True,True,,,,,,,True,True,,,,,,
12.500,5,170,4,Concón,Valparaíso,,: true,,True,237,https://www.icasas.cl/propiedad/faed-ac52-19aa43c-163ec2180ff7-7bf5,2.010,,,,,,,,,True,,,,,,,1,,,,,,True,,,,,True,,,,,,,,,
10.500,6,236,6,Valparaíso,Valparaíso,,,,True,391,https://www.icasas.cl/propiedad/d90a-b3d9-1947c62-53ff1d4fb52d-7d19,2.017,,,,True,,,,True,,,,,,,,2,True,True,,,,True,,,,,,,True,,,,,,,
15.900,5,230,4,Concón,Valparaíso,,,,True,480,https://www.icasas.cl/propiedad/c625-b9d8-19bb7c0-972085de9bdc-75a4,2.000,,,,True,,,,True,,,,,,,,,True,True,,,True,True,,,,,,,True,,,,,,,
12.000,5,140,3,Viña del Mar,Valparaíso,,,,True,450,https://www.icasas.cl/propiedad/f472-9a2f-19a140a-8b505c9bbe10-752d,1.994,,,,,True,,,True,,,,,,,,,True,True,,,,True,,,,,,,True,True,,,,,,
14.000,4,235,5,Viña del Mar,Valparaíso,,,,True,500,https://www.icasas.cl/propiedad/40fe-888b-1989eae-b8448f915792-71cc,2.022,,True,,,,,,True,,,,,,,,,,True,,True,True,True,,,,,,,True,,,,,,,
23.000,5,600,5,Quilpué,Valparaíso,,,,True,1.170,https://www.icasas.cl/propiedad/742-acc1-19714b8-80846aca9838-7868,1.985,,,,,True,,,True,,,,,,,,,True,,,True,True,True,,,,,,,,,,,,,,True
"3.977,96",3,,2,Quillota,Quillota,,,370,,370,https://www.icasas.cl/propiedad/de91-b821-198d80c-9433863525ca-7bfe,1.990,,,,,,,True,,,True,True,True,,,True,,True,,,,,True,,,,,,,,,,,,,,
12.000,5,140,3,Viña del Mar,Valparaíso,,,,True,570,https://www.icasas.cl/propiedad/4676-9e5f-c6d4a09d-a6d02ebf01a2-38a2,,,,,,True,,,True,,,,,,,,1,,True,,,,True,,,,,,,True,True,,,,,,
12.800,7,320,5,Viña del Mar,Valparaíso,,,,True,1.100,https://www.icasas.cl/propiedad/a5ef-8d8a-19be0f3-f56f2a7a329b-73d2,,,,,True,True,,,True,,,,,,,,,,True,,True,,True,,,,,,,,,,,,,,
12.000,5,270,4,Quintero,Valparaíso,,,,True,1.000,https://www.icasas.cl/propiedad/1646-8c96-1963746-c1e56be90e1a-77f9,,,,,,,,,True,True,,,,,,,,True,,,,,True,,,,,True,,,True,,,,,,
12.300,5,170,5,Concón,Valparaíso,,,,True,200,https://www.icasas.cl/propiedad/fcdc-84a6-19597a0-84e6e68d0069-7d8a,,,,,True,,,,True,,,,,,,,,,,,True,,True,,,,,,,True,True,,,,,,
9.120,7,338,4,Villa Alemana,Valparaíso,,,,True,1.665,https://www.icasas.cl/propiedad/216f-aca0-19462a3-df4e684538d4-7d56,,,,,True,,,,True,,,,,,,,,True,,,True,,True,,,,,,,True,,,,,,,
15.000,3,150,3,Viña del Mar,Valparaíso,,,,True,332,https://www.icasas.cl/propiedad/9075-b691-1919bf5-b770dca775a3-7d4f,,,,,True,True,,,True,,,,,,,,,,True,,,True,True,,,,,,,,,,,,,,
10.350,4,,4,Calera,Quillota,,,254,,2.460,https://www.icasas.cl/propiedad/4997-bae4-70a14005-9f2f1b0ae215-3531,,,True,True,True,True,True,True,,,True,True,,,,True,,True,,,,,True,,True,True,,,True,,True,,,,,,
7.500,4,1.400,3,Quilpué,Valparaíso,,,,True,1.400,https://www.icasas.cl/propiedad/8103-a4b9-19b31db-e0e292d5e72a-7dff,2.012,,,,True,,,,True,,,,,,,,,,True,,,,True,,,,,,,,,,,,,,
15.200,6,213,4,Viña del Mar,Valparaíso,,,,True,450,https://www.icasas.cl/propiedad/eca4-a843-19a5eb6-9a78e3342e0a-778b,1.998,,,,,True,,,True,,,,,,,,1,,,,,,True,,,,,,,,True,,,,,,
25.000,10,560,9,Puchuncaví,Valparaíso,,,,,,https://www.icasas.cl/propiedad/3d5e-a2a2-195cf37-9e2289b7c35d-70da,,,,,,,,,True,,,,,,,,,True,,,,,,,,,,,,,,True,,,,,
10.000,4,230,3,Limache,Marga Marga,,,,True,6.500,https://www.icasas.cl/propiedad/4b32-88cb-fb4e1f1c-3ab94d0054dd-3b06,,,,,,,,,True,,,,,,,,,True,True,,,,True,,,,,,,True,,,,,,,
12.800,5,180,5,Viña del Mar,Valparaíso,,,,True,300,https://www.icasas.cl/propiedad/19bb-88c0-19ac090-c480a819597-79d6,,,,,,True,,,True,,,,,,,,,,,,,,True,,,,,,,True,True,,,,,,
12.000,5,200,4,Viña del Mar,Valparaíso,,,,True,300,https://www.icasas.cl/propiedad/7332-b7c0-1990319-478dc4894a54-7e9b,,,,,True,True,,,True,,,,,,,,,,True,,,,True,,,,,,,,,,,,,,
"3.776,54",2,70,1,Quintero,Valparaíso,Sin amueblar,: true,70,True,5.000,https://www.icasas.cl/propiedad/847d-8ebb-19bdbf2-a9b3d00488d9-7305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3.650,66",5,231,4,Valparaíso,Valparaíso,Sin amueblar,,231,,161,https://www.icasas.cl/propiedad/8c6c-aaeb-19bdbed-73e4871fb247-752d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7.553,09",3,125,2,Quintero,Valparaíso,Sin amueblar,,125,,2.500,https://www.icasas.cl/propiedad/ffd9-981f-19bdb5b-d2313a5d9903-7c72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2.190,4",3,60,2,Limache,Marga Marga,Sin amueblar,: true,60,True,115,https://www.icasas.cl/propiedad/5c3c-89a3-19bdb25-c2181ac03b72-711e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.500,6,,4,Viña del Mar,Valparaíso,,,,True,450,https://www.icasas.cl/propiedad/3c85-95c2-1973630-9ff05b2220de-7639,1.995,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
18.000,4,290,3,Concón,Valparaíso,,,,True,450,https://www.icasas.cl/propiedad/f495-a9cf-f899e8a1-fabe19868fd4-319a,,,,,,,,,True,,,,,,,,,,,,True,,True,,,,,,,True,,,,,,,
12.990,6,,3,Concón,Valparaíso,,,,True,600,https://www.icasas.cl/propiedad/c5e0-899f-deb6b017-b1ef9940fa62-3651,,,,,,,,,True,,,,,,,,,,True,,,,True,,,,,,,,True,,,,,,
13.900,7,350,3,Concón,Valparaíso,,,,True,525,https://www.icasas.cl/propiedad/392f-aa18-82db7cd-15cc91a9a905-3a09,,,,,,True,,,True,,,,,,,,,,,,,,True,,,,,,,True,,,,,,,
