Precio UF,N Habitaciones,Area m2,N Baños,Comuna,Provincia,Amueblado,Gastos Comunes,Área útil,Estacionamiento,m2 terreno,Enlace,Año de construcción,Agua,Aire Acondicionado,Alarma,Bodega,Chimenea,Placares,Cocina Equipada,Terraza,Portero,Centros comerciales,Cerca de Escuelas,Cocina Integrada,Electricidad,Internet,Patio,Aseos,Piscina,Quincho,Cerca de estación de tren,Calefacción,Jacuzzi,Jardín,Estado de conservación,Gas Natural,Área juegos infantiles,Gimnasio,Seguridad 24 horas,Vista panorámica,Balcón,Pieza de Servicio,Acceso a discapacitados,Cancha de Tenis,Nivel,Sólo familias,Sauna,Ascensor
"8.811,93",3,83,2,El Quisco,San Antonio,Sin amueblar,,,,906,https://www.icasas.cl/propiedad/3474-abf9-198b28d-6ea6a2f808d8-7ae5,2.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
7.900,4,140,3,Limache,Marga Marga,Sin amueblar,,,,580,https://www.icasas.cl/propiedad/cca5-ac4f-1987f17-da803fbc0180-7170,2.018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
5.870,4,135,2,Valparaíso,Valparaíso,Sin amueblar,,,,300,https://www.icasas.cl/propiedad/2159-b09d-1981d31-6046c0b8c2e2-790e,2.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
6.500,5,136,3,Limache,Marga Marga,Sin amueblar,,,,350,https://www.icasas.cl/propiedad/8f86-94af-19787d6-52c36920414b-761f,1.996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
"1.888,27",4,104,1,Algarrobo,San Antonio,Sin amueblar,,,,83,https://www.icasas.cl/propiedad/f2f3-9edf-1960074-d5cfe1fa6fa-74ee,2.008,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2.316,28",2,52,1,El Tabo,San Antonio,Sin amueblar,,,,400,https://www.icasas.cl/propiedad/9b1d-acf7-1946ec7-86b751019cbd-7872,2.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
"2.391,81",4,167,2,Cartagena,San Antonio,Sin amueblar,,,,104,https://www.icasas.cl/propiedad/14ff-b99a-1945f4f-47f423de730b-76d4,2.016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
"6.294,24",4,117,2,El Tabo,San Antonio,Sin amueblar,,,,1.140,https://www.icasas.cl/propiedad/1542-9550-193f855-39f31250f7e9-7f85,1.967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
8.500,3,160,3,Viña del Mar,Valparaíso,Sin amueblar,,,,450,https://www.icasas.cl/propiedad/3afa-b074-193e93c-75bb06660718-7a93,2.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
"3.776,54",5,108,2,Villa Alemana,Valparaíso,Sin amueblar,,,,93,https://www.icasas.cl/propiedad/fa96-98a2-193e93a-a191694d6634-759a,2.010,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
9.500,3,90,2,Concón,Valparaíso,Sin amueblar,,,,380,https://www.icasas.cl/propiedad/1112-957b-1939b9f-57f6bb8581b2-7d20,1.975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
"1.888,27",4,110,2,El Tabo,San Antonio,,,,True,300,https://www.icasas.cl/propiedad/1bbc-9663-1946af1-5c4b1ab1d96f-72ab,,,,,,True,,,True,,True,True,,,,True,,,True,,True,,True,,,,,,,,,,,,,,
13.000,4,211,4,Concón,Valparaíso,,,211,True,559,https://www.icasas.cl/propiedad/c3ae-9c2b-19a6f1b-ed0250001bc-76b4,1.996,,,,,,,,True,,,,,,,,,,,,True,,True,,,,,,True,True,,,,,,,
8.800,4,150,2,Quintero,Valparaíso,Sin amueblar,,,,2.880,https://www.icasas.cl/propiedad/1d10-abce-19bf4cb-9af2f1ebbfa1-7693,2.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.900,4,280,2,Puchuncaví,Valparaíso,Sin amueblar,,,,600,https://www.icasas.cl/propiedad/6bdd-abfa-19befa8-c6e52ac38bb2-7184,2.018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3.600,3",4,137,2,Hijuelas,Quillota,Sin amueblar,,,,5.000,https://www.icasas.cl/propiedad/a6b4-a99d-19bdb0e-5c46326fd0c2-718f,2.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.990,4,105,3,Villa Alemana,Valparaíso,Sin amueblar,,,,105,https://www.icasas.cl/propiedad/ab6-abef-19bdb0d-c5883e309df4-7eda,2.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5.538,93",5,140,2,Villa Alemana,Valparaíso,Sin amueblar,,,,526,https://www.icasas.cl/propiedad/fd51-9fc8-19bdb0b-ba289f20a0de-7aa0,1.980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3.222,65",3,143,2,Viña del Mar,Valparaíso,Sin amueblar,,,,114,https://www.icasas.cl/propiedad/16d3-8202-19bdb0b-f7a83dd69591-7655,1.980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.655,4,104,2,Quilpué,Valparaíso,Sin amueblar,,,,388,https://www.icasas.cl/propiedad/a95e-94eb-19bd953-df1b8777cbc2-7a6f,1.998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3.147,12",3,79,2,Quillota,Quillota,Sin amueblar,,,,130,https://www.icasas.cl/propiedad/8a19-920a-19bb707-1dfaf80b0dcc-74f1,2.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.580,3,120,2,Concón,Valparaíso,Sin amueblar,,,,400,https://www.icasas.cl/propiedad/cffe-ac42-19bb705-a76af8dee324-7c8b,1.980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.048,4,132,3,Viña del Mar,Valparaíso,Sin amueblar,,,,200,https://www.icasas.cl/propiedad/3d16-be67-19bb1dd-e411c58c3f61-7c8a,1.998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3.021,23",3,77,2,Algarrobo,San Antonio,Sin amueblar,,,,121,https://www.icasas.cl/propiedad/4e4d-848a-19bae75-6864690f991e-7c93,2.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.273,3,90,2,La Cruz,Quillota,Sin amueblar,,,,160,https://www.icasas.cl/propiedad/6943-8134-19bae73-402faae8c951-7484,2.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.500,3,140,3,La Ligua,Petorca,Sin amueblar,,,,2.478,https://www.icasas.cl/propiedad/10060-99b1-19ba79a-aec5f015578d-7dfc,2.026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1.888,27",4,110,1,La Ligua,Petorca,Sin amueblar,,,,500,https://www.icasas.cl/propiedad/f230-a5dc-19ba274-b5784a578812-7fa0,2.017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1.863,09",2,60,1,Quillota,Quillota,Sin amueblar,,,,109,https://www.icasas.cl/propiedad/c54e-9535-19b913e-7a8976b02674-76be,1.980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9.290,3",2,57,2,Zapallar,Petorca,Sin amueblar,,,,330,https://www.icasas.cl/propiedad/197a-8f8c-19b79a0-e3e58310bc07-78c2,2.020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.690,3,90,3,Limache,Marga Marga,Sin amueblar,,,,270,https://www.icasas.cl/propiedad/d75a-ae85-19b7413-2901214bc363-73fe,2.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1.510,62",2,48,1,Quillota,Quillota,Sin amueblar,,,,78,https://www.icasas.cl/propiedad/c3dc-bc87-19b6eed-41078ceb4049-7269,2.016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.815,5,140,3,Viña del Mar,Valparaíso,Sin amueblar,,,,350,https://www.icasas.cl/propiedad/53a2-85a5-19b5f7a-974a01e19466-7921,1.980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2.643,58",2,100,1,Viña del Mar,Valparaíso,Sin amueblar,,,,120,https://www.icasas.cl/propiedad/da56-82ff-19b5f71-1dfa2bac0671-7d80,1.975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.300,3,83,2,Viña del Mar,Valparaíso,Sin amueblar,,,,203,https://www.icasas.cl/propiedad/cf0a-8b7b-19b5f71-2cd22894f2a7-72b0,2.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.800,2,120,2,Concón,Valparaíso,Sin amueblar,,,,280,https://www.icasas.cl/propiedad/3557-a292-19b5a4d-d73cc4ae7666-7b14,2.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.500,6,"187,5",3,Algarrobo,San Antonio,Sin amueblar,,,,630,https://www.icasas.cl/propiedad/ce3e-b135-19b2bf7-73ca0db968c9-751d,1.960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.800,2,90,1,Valparaíso,Valparaíso,Sin amueblar,,,,112,https://www.icasas.cl/propiedad/65b5-99ce-19af87b-ef2fb5b5bbb1-7b97,1.980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7.553,09",4,94,1,Viña del Mar,Valparaíso,Sin amueblar,,,,290,https://www.icasas.cl/propiedad/42e7-9076-19aee34-1aa201dab921-72fb,1.980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3.524,77",5,112,2,Quillota,Quillota,Sin amueblar,,,,390,https://www.icasas.cl/propiedad/c5dd-ac25-19aee31-5d2fef86822e-7380,1.980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.655,,27.365,10,Villa Alemana,Valparaíso,Sin amueblar,,,,27.365,https://www.icasas.cl/propiedad/e60e-91ff-19ae90d-78c6e6340423-76b3,1.960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3.726,19",4,110,2,Villa Alemana,Valparaíso,Sin amueblar,,,,150,https://www.icasas.cl/propiedad/6c50-be77-19a39e5-54f1e28da66d-70d1,1.998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1.686,86",3,55,1,Villa Alemana,Valparaíso,Sin amueblar,,,,72,https://www.icasas.cl/propiedad/b3f7-a953-19a2fa5-d449f828030c-77e9,2.010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.900,3,130,4,Puchuncaví,Valparaíso,Sin amueblar,,,,1.600,https://www.icasas.cl/propiedad/3fcd-ac0d-199ee71-71ae7637b86d-7b22,2.017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.900,6,198,7,Viña del Mar,Valparaíso,Sin amueblar,,,,198,https://www.icasas.cl/propiedad/4e40-bfbf-199ee6a-bdb87f99a990-790d,1.963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.810,3,67,2,Quilpué,Valparaíso,Sin amueblar,,,,186,https://www.icasas.cl/propiedad/5b45-9a6c-199d4ab-674c6a484aa-718d,1.987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.300,2,56,2,Viña del Mar,Valparaíso,Sin amueblar,,,,105,https://www.icasas.cl/propiedad/5bb7-8771-199c381-2df1440eb21d-7155,1.983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2.140,04",3,86,2,Limache,Marga Marga,Sin amueblar,,,,150,https://www.icasas.cl/propiedad/4d95-b7ae-1996c09-bfb7bc510311-7376,2.018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4.531,85",3,80,1,Viña del Mar,Valparaíso,Sin amueblar,,,,200,https://www.icasas.cl/propiedad/fbc2-98f3-1996bea-7586a46c21b0-775c,1.979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3.424,07",3,105,2,La Cruz,Quillota,Sin amueblar,,,,227,https://www.icasas.cl/propiedad/e76-8319-19923ce-3fb160435784-7cec,2.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.000,4,100,2,Viña del Mar,Valparaíso,Sin amueblar,,,,100,https://www.icasas.cl/propiedad/9f8c-9169-198c573-f6f6ac3069b3-717a,2.010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2.769,47",4,70,1,El Tabo,San Antonio,Sin amueblar,,,True,200,https://www.icasas.cl/propiedad/b1cd-855e-1942de3-2d601183d27a-76ee,,True,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
4.300,7,160,4,El Quisco,San Antonio,Sin amueblar,,,True,,https://www.icasas.cl/propiedad/8f55-9b2e-1942816-521f82bfbad-7788,,True,,,,,,True,True,,,True,True,,,True,,,,,,,True,,,,,True,,,,,,,,,
"4.028,31",2,68,2,Concón,Valparaíso,Sin amueblar,,,,68,https://www.icasas.cl/propiedad/4524-8e24-19ba26e-85972cac500-7a44,1.979,,,,,,,,,,,,,,,,,True,,,,,,,,,True,,,True,,,,,,,
"4.028,31",7,3.264,3,El Tabo,San Antonio,,,,True,160,https://www.icasas.cl/propiedad/56d-9768-199bf6a-c331e9ba957e-71d3,,,,,True,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
"3.575,13",6,72,2,El Quisco,San Antonio,Sin amueblar,,,,500,https://www.icasas.cl/propiedad/bc27-ba8f-1981d2a-5ba388ab656f-7dc2,2.015,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,True,,,,,,,
12.000,5,231,3,Valparaíso,Valparaíso,Sin amueblar,,,,470,https://www.icasas.cl/propiedad/d9db-9531-193c4d1-505d19893ffc-714b,1.938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,,,,
6.490,3,140,1,Algarrobo,San Antonio,Sin amueblar,,,,5.000,https://www.icasas.cl/propiedad/8c1b-849d-193726f-944b17d2e22d-773e,2.022,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
14.200,5,,5,Viña del Mar,Valparaíso,,,180,True,300,https://www.icasas.cl/propiedad/c0fe-8a98-1963042-5a4da8f0db77-73eb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.000,4,247,3,Algarrobo,San Antonio,,,,True,5.070,https://www.icasas.cl/propiedad/85da-88f8-193f612-fb1557762442-7e56,,True,,,,,,,True,,,,True,True,,True,1,True,,,,,True,,,,,,,,,,,,,,
38.341,4,327,4,Viña del Mar,Valparaíso,Sin amueblar,,327,True,1.417,https://www.icasas.cl/propiedad/6cd9-810e-19a9bd8-14452ef41b7a-72ee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.250,3,"112,2",2,Viña del Mar,Valparaíso,Sin amueblar,,"112,2",True,200,https://www.icasas.cl/propiedad/6005-8457-196ed6c-fa475053106d-7456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5.010,21",4,184,3,Viña del Mar,Valparaíso,Sin amueblar,,184,True,340,https://www.icasas.cl/propiedad/55f7-b4c7-196ce86-ac63362cf30e-7178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.020,4,139,3,Viña del Mar,Valparaíso,Sin amueblar,,,,150,https://www.icasas.cl/propiedad/adbf-bce1-19aa0ee-6e685d0bcf15-7bfe,1.952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
"1.888,27",3,122,3,Cartagena,San Antonio,Sin amueblar,,,,400,https://www.icasas.cl/propiedad/a555-bd01-19a7452-5cfc06443481-7f59,2.007,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.200,3,120,3,Valparaíso,Valparaíso,Sin amueblar,,,,180,https://www.icasas.cl/propiedad/fe6c-b9aa-19874c5-439c12e053e7-7427,2.009,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
"3.776,54",3,104,2,Quilpué,Valparaíso,Sin amueblar,,,,470,https://www.icasas.cl/propiedad/8e2-9eb2-197e9ba-bbf18c4171cd-7c20,1.980,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
9.840,5,180,4,Viña del Mar,Valparaíso,,,,True,300,https://www.icasas.cl/propiedad/d0b2-8490-1991852-14d5a7c86c3c-7652,1.995,True,,,True,,True,True,True,True,,True,,True,True,True,1,True,True,,,,True,,True,,,,,,,,,,,,
9.900,4,310,3,Concón,Valparaíso,,,,True,190,https://www.icasas.cl/propiedad/21fe-9b3a-19917a0-c696d0cbe323-73de,2.015,True,,True,,,True,True,True,True,True,True,,True,True,True,,,True,,,,True,,True,,,,True,,,,,,,,
7.650,4,135,3,Viña del Mar,Valparaíso,,: true,,True,200,https://www.icasas.cl/propiedad/12bb-9cb3-198aaec-339a50431d6d-770a,,True,,,True,,,True,True,True,,True,,,True,True,,True,,,,,True,,True,True,,True,,True,,,,,,,
"5.035,39",7,5.500,3,Algarrobo,San Antonio,,,,True,250,https://www.icasas.cl/propiedad/a827-8e04-19b2e81-6543b54cc0f5-765a,,True,,,,,,True,,,True,True,True,True,,True,,,,,,,True,,,,,,,,,,,,,,
"12.840,25",2,257,4,Viña del Mar,Valparaíso,Sin amueblar,,257,,270,https://www.icasas.cl/propiedad/1210-93a3-1989e01-b7e844562079-725d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.150,3,"65,79",2,Villa Alemana,Valparaíso,Sin amueblar,,,,84,https://www.icasas.cl/propiedad/46a0-9479-19bdb0d-ded3d1f82780-771f,2.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5.022,8",5,241,4,Viña del Mar,Valparaíso,Sin amueblar,,,,164,https://www.icasas.cl/propiedad/b495-b058-19bd955-cc3f8f170ba2-76b8,1.920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.550,5,234,3,Valparaíso,Valparaíso,Sin amueblar,,,,78,https://www.icasas.cl/propiedad/721a-8d5c-19bd79c-b9b1a0d2837e-71d4,1.900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.800,3,91,2,Viña del Mar,Valparaíso,Sin amueblar,,,,111,https://www.icasas.cl/propiedad/224-9f6d-19bcb95-4e6f1ff8590c-794d,1.990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4.154,2",3,80,3,Villa Alemana,Valparaíso,Sin amueblar,,,,115,https://www.icasas.cl/propiedad/6b5d-b447-19ba798-cd0436a4652b-7e70,2.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.160,2,50,1,Villa Alemana,Valparaíso,Sin amueblar,,,,330,https://www.icasas.cl/propiedad/592c-9693-19b26d4-90104ef8366a-7798,1.980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3.021,23",3,90,2,El Quisco,San Antonio,Sin amueblar,,,,200,https://www.icasas.cl/propiedad/84f2-b4a7-19a7451-178d185e2d7d-7618,2.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1.636,5",3,80,1,Villa Alemana,Valparaíso,Sin amueblar,,,,115,https://www.icasas.cl/propiedad/bc1d-b69b-19a7450-be13b1557c1-778f,2.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.950,6,131,2,Villa Alemana,Valparaíso,Sin amueblar,,,,198,https://www.icasas.cl/propiedad/f183-b3da-193e93d-17c9a3105614-7f21,1.991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2.643,58",4,78,2,Quilpué,Valparaíso,Sin amueblar,,,,140,https://www.icasas.cl/propiedad/cf5f-8661-19b3120-6f43dfd1c659-71af,2.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.700,5,229,3,Quilpué,Valparaíso,Sin amueblar,,,,4.248,https://www.icasas.cl/propiedad/aa22-8df3-1981d2d-14cb3cef62b0-75c9,1.933,,,True,,,,,,,,,,,,,,True,,,,,,,,,,,,True,True,,,,,,
11.900,4,179,4,Concón,Valparaíso,,,,True,403,https://www.icasas.cl/propiedad/626b-886c-198f7be-a0711738da81-75a4,2.015,True,,,,,True,,True,True,True,True,,,,True,,,,,True,,,,True,,,,,,,,,,,,
16.000,12,450,7,Viña del Mar,Valparaíso,Sin amueblar,,450,True,600,https://www.icasas.cl/propiedad/1870-9e2f-199a9ca-6cd695f4ad19-7e25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.000,4,156,3,Concón,Valparaíso,Sin amueblar,,,,600,https://www.icasas.cl/propiedad/5dc2-b21d-19bd79c-17952b44bb86-7beb,1.946,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,True,True,,,,,,
7.200,6,200,4,Olmué,Marga Marga,Sin amueblar,,,,936,https://www.icasas.cl/propiedad/9076-a062-19bb1db-55161e652c82-7bf8,2.004,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,True,True,,,,,,
"9.441,36",4,160,3,Quilpué,Valparaíso,Sin amueblar,,,,1.125,https://www.icasas.cl/propiedad/294a-a504-19b5f72-a38382a9fa64-77c7,1.972,,,True,,,,,,,,,,,,,,True,,,,,,,,,,,,,True,,,,,,
6.490,4,125,2,Puchuncaví,Valparaíso,Sin amueblar,,,,525,https://www.icasas.cl/propiedad/7e7b-a046-193c224-39db05ac7879-73e0,2.005,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,,,,
17.000,4,240,4,Concón,Valparaíso,Sin amueblar,,240,True,404,https://www.icasas.cl/propiedad/c39-abd1-1994003-3e7e7a6b7125-7b6f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.650,5,108,2,Villa Alemana,Valparaíso,Sin amueblar,,,,98,https://www.icasas.cl/propiedad/e4ef-a57d-19bf4d0-41532077c040-7e12,2.000,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,True,,,,,,,
11.300,5,160,4,Concón,Valparaíso,Sin amueblar,,,,500,https://www.icasas.cl/propiedad/5301-b1a4-19bc679-82b9b4765767-7700,1.994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,,,,
3.650,5,108,2,Villa Alemana,Valparaíso,Sin amueblar,,,,98,https://www.icasas.cl/propiedad/30a0-ae58-19b5528-dfdce5767f21-79ee,2.000,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,True,,,,,,,
12.500,4,240,2,Limache,Marga Marga,Sin amueblar,,,,6.700,https://www.icasas.cl/propiedad/5250-83ba-19b5523-3825a07897e6-7c5d,2.010,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,True,,,,,,,
16.000,5,220,4,Viña del Mar,Valparaíso,Sin amueblar,,,,750,https://www.icasas.cl/propiedad/775c-93b4-19a0823-8d69e7757d2a-74f3,1.980,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,True,,,,,,
9.490,3,,2,Concón,Valparaíso,,,180,True,300,https://www.icasas.cl/propiedad/aa89-ba45-197894d-1efde58797f0-7a94,1.945,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
12.900,4,220,4,Viña del Mar,Valparaíso,,,,True,495,https://www.icasas.cl/propiedad/63aa-9d44-19becc9-372ec3adf0c1-7473,,True,,True,True,True,True,True,True,True,,True,,True,True,True,,True,True,,,,True,,True,,,,,,True,,,,,,
11.500,5,170,3,Viña del Mar,Valparaíso,,,,True,410,https://www.icasas.cl/propiedad/8dc8-84b7-198fdfd-a541c50df8df-75d0,,True,,,True,True,,True,True,,True,True,,True,,True,,True,,,,,,,,,,,,,,,,,,,
3.658,4,117,3,Quilpué,Valparaíso,Sin amueblar,,,,101,https://www.icasas.cl/propiedad/4f92-abb2-19bd79c-bcccb0b1132-71e6,2.014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
4.650,4,95,2,Villa Alemana,Valparaíso,Sin amueblar,,,,209,https://www.icasas.cl/propiedad/271c-8529-19a8206-81403d26911e-78f7,2.010,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
"4.657,74",4,95,2,Villa Alemana,Valparaíso,Sin amueblar,,,,209,https://www.icasas.cl/propiedad/2a1-b51c-198dbbb-8f854715a1cf-7c5a,2.010,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
"3.650,66",3,68,2,Villa Alemana,Valparaíso,Sin amueblar,,,,112,https://www.icasas.cl/propiedad/f964-8afc-198c572-e3e29dc3ba18-7e59,2.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
"4.405,97",5,123,3,Quilpué,Valparaíso,Sin amueblar,,,,330,https://www.icasas.cl/propiedad/38c4-af57-19518bb-c2c94d78db09-7c4b,2.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
7.900,4,159,3,Quilpué,Valparaíso,Sin amueblar,,,,425,https://www.icasas.cl/propiedad/b46a-8ab1-193e932-3df0d8017468-7ed8,1.946,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2.265,93",3,90,1,Quilpué,Valparaíso,,,,,,https://www.icasas.cl/propiedad/9731-89d7-19b9961-55487b9075dc-7bff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.000,5,200,5,Viña del Mar,Valparaíso,Sin amueblar,,,,310,https://www.icasas.cl/propiedad/2d39-aec1-1979ff3-41685c019bb3-7275,,,,,,,,,True,,,True,,,,True,1,,,,True,,,,,,,,,,,,,,,,
"3.398,89",4,120,2,Villa Alemana,Valparaíso,Sin amueblar,,,,114,https://www.icasas.cl/propiedad/78be-9b40-19bd79c-4ff326d99cd2-70b7,2.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4.028,31",9,200,4,Valparaíso,Valparaíso,Sin amueblar,,,,100,https://www.icasas.cl/propiedad/77c3-a586-19bc15e-d712103c176c-7169,2.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3.147,12",3,72,2,Villa Alemana,Valparaíso,Sin amueblar,,,,109,https://www.icasas.cl/propiedad/6fa4-af19-19bc158-f13fa5b1c2a3-7524,2.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4.909,51",5,120,3,Quilpué,Valparaíso,Sin amueblar,,,,302,https://www.icasas.cl/propiedad/eb5a-a6d3-19bb1db-f129e1ec6f04-7f41,1.969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3.499,6",2,60,1,Algarrobo,San Antonio,Sin amueblar,,,,350,https://www.icasas.cl/propiedad/8aa4-8d0c-19b9d4e-9e6c79384688-7f05,2.010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.417,3,74,2,Quilpué,Valparaíso,Sin amueblar,,,,174,https://www.icasas.cl/propiedad/2410-82df-19b99d5-8748accaee60-7cd3,1.998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.950,4,93,2,Quilpué,Valparaíso,Sin amueblar,,,,119,https://www.icasas.cl/propiedad/6079-a021-19b5f7c-8b5b1415a5cb-7fc6,2.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3.776,54",4,150,3,Valparaíso,Valparaíso,Sin amueblar,,,,200,https://www.icasas.cl/propiedad/ccee-8a3c-19b5f70-4e01749f5146-75d3,1.900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
